x1,x2
11.05635588,38.8787931
19.26657606,9.191911554
26.45003186,16.29533744
25.92957384,12.87009641
47.88051239,19.62667351
30.0578417,23.17431109
13.66380409,19.03153317
23.74787139,27.1676682
24.0299045,31.02677411
29.37897761,31.67534506
14.67326644,27.47359732
28.84907512,19.08214365
37.82564284,16.74010895
31.6414155,22.2216852
22.80275082,14.51638522
46.4246659,33.74390045
32.31766979,11.8108031
26.75975241,21.36771591
19.16495711,23.43077055
16.81058536,15.98034336
18.69969976,34.92067197
33.47274923,19.90858633
27.24847361,26.49139622
23.1136858,16.80213034
38.08146482,33.09401601
22.39844115,25.53244257
28.03754437,38.56451118
29.13655643,30.52838339
15.51316144,31.78415379
32.03109374,27.94277856
21.22252099,28.0200031
31.20602204,23.49230082
7.386876024,23.88805543
17.36628675,45.50518738
18.18199402,21.20964904
24.57482103,32.05604815
12.66559999,51.07335815
25.95532912,24.63308865
29.54677009,19.89248422
20.61552484,29.4114612
5.292566816,27.83432194
13.73585585,25.27659255
33.68651168,27.78591904
34.96448663,34.77669931
11.24747228,29.83441477
22.29340549,7.450363341
28.88654281,18.68988167
9.777787164,20.70049189
18.70898617,7.351058704
15.28281585,30.01903756
23.21587059,8.198360559
10.80544215,17.40836787
6.06974924,36.10391211
19.46986665,36.76597333
6.203785207,7.339005336
19.2486545,17.47754152
6.123604595,38.67886496
6.786238868,23.17758856
17.01367494,26.88623383
34.71771334,8.236588116
13.00822252,24.07554957
11.24053726,25.46231781
15.70494586,30.76412101
53.50230065,26.79456701
11.2653566,27.79885666
28.25640623,47.68028383
17.56022683,15.10077442
33.82426781,19.50553113
22.78291901,14.95684952
26.57099589,17.44058028
19.34686756,31.33872734
36.91122178,27.93018596
17.16312854,27.28261718
31.42532683,40.26751249
10.81955215,25.52724571
24.39453132,33.84296846
1.036218066,34.01659204
12.63241484,32.09899622
41.84507745,25.38833849
17.33048388,23.71814841
42.71135545,34.53205067
26.79090067,24.94834378
18.66990209,24.9965836
7.863514881,28.69758036
29.15362604,43.39061979
13.03801634,33.36738375
24.11071849,32.52846256
36.68115323,27.80719798
11.47947165,17.27654265
16.57078292,25.52586298
27.15048601,22.07317114
30.13307161,19.46160824
13.81187639,25.1651216
26.3561947,17.45062133
34.30083358,21.01338987
16.04983337,28.04358801
3.488075138,35.09188493
10.20862884,21.68690151
17.94597148,21.59434567
3.374062672,18.38140102
28.67523155,-1.98330273
13.67242205,22.51220043
15.18413464,23.95595398
8.693364822,9.588913758
18.78533746,21.56474154
31.19653106,32.83323657
15.32049841,11.8734739
11.18495393,7.707904061
21.44066599,17.16769227
22.18912669,28.20009574
15.53325644,16.20306403
27.41616666,34.19714989
19.33692254,21.60048319
14.09269035,24.1504508
7.999254014,36.22148894
41.45980997,11.15469779
11.94226332,14.48217493
30.77451016,18.23373033
2.21127828,20.9628579
15.32970495,17.21835006
13.42404593,19.56965362
4.48964431,19.73666717
17.66552052,24.5868069
18.31399711,9.39545133
15.94914293,33.55820594
39.73774695,20.64924804
15.63691818,15.29111998
25.57244285,16.51148502
11.11563054,26.41583683
22.35201033,8.577806967
17.72395498,28.22427884
21.892509,27.81737486
10.02721952,19.96037749
12.4676749,21.45092208
20.82396665,8.772436459
11.17647818,28.53968474
34.61716262,7.723789927
8.603501848,26.8316519
25.19565893,21.62173648
27.77981257,17.5557176
2.158331445,23.55218882
5.315605323,20.88392879
16.61400959,30.97950446
3.437782348,17.28803092
27.92989882,13.96782454
8.479590716,24.4305065
13.67454475,28.57779242
9.461627581,1.921122133
22.75804096,14.45100537
19.70371671,0.483006709
4.272816047,24.12579724
2.878728136,12.74533806
3.795753253,31.88547766
20.18942905,40.49915791
23.20050268,17.07151271
17.39217182,31.94899423
5.39363067,21.00670968
16.43469119,34.44520527
24.26546031,13.02466483
-0.532525565,28.22987494
4.709618021,15.11233313
4.447625282,20.12861758
23.68690023,25.93267899
-3.895148348,10.92144075
10.67937102,16.51303987
16.90180471,32.82614477
33.73182083,14.63306358
30.76667317,19.38529418
-1.327266345,29.74721456
-11.23771128,27.60495736
26.89592555,27.90172602
6.305680097,-7.588588676
0.5425263,-3.823835065
9.023034369,20.6869001
15.69100062,23.03257523
15.39294751,3.465710313
36.52136398,7.301990089
18.35340633,17.66384022
10.92722288,-0.552586423
27.33816364,19.40886978
11.81840791,22.42692148
3.936575684,36.91730445
18.39462473,26.98115734
17.33699898,11.52047828
8.97694017,30.18765293
22.48050299,2.572199935
17.69407125,0.370968785
26.50188786,22.3907818
4.757573247,33.34302405
20.53538278,15.62701791
26.59052443,29.24493687
17.99663815,19.32502204
14.98917062,29.06276458
17.52091614,13.92098347
13.9639808,16.83647228
16.65410773,40.22979645
12.90578815,18.36049105
16.38331071,21.64561475
15.63082916,14.91847008
14.1415021,14.41957739
-1.907028702,4.397943799
-2.816389326,0.758739944
27.58494681,23.67057643
22.360896,24.22860477
18.11563703,26.60792503
15.81338877,18.95534085
10.24990366,18.03946745
9.440446564,29.83991747
17.07786063,23.35399695
12.64438343,26.35775638
15.04495096,39.99744467
34.27323991,27.79221617
31.35338958,5.033862167
2.521702221,29.06339912
9.017876574,25.78151725
7.938938068,25.61406101
16.86371933,11.13109679
22.45946918,17.49960185
19.25704172,17.55552923
39.16387615,34.04596274
40.91742583,7.758739908
29.40584933,33.4763494
32.61524005,30.17920408
26.73769565,33.50254095
3.564509382,17.75022967
16.2490666,-2.17138296
22.56701048,19.11758467
38.42508745,16.35143318
21.01270401,19.33010089
30.87729326,6.55347644
15.11387874,19.87266189
35.61181641,22.81841869
12.75044976,5.964758436
18.41715263,12.28198277
2.181137534,13.296853
11.58215852,15.40574291
24.3149834,15.52840561
19.32103693,7.087299845
24.2914425,30.76789838
35.5678683,22.9704021
32.58235852,20.14561142
38.65031536,14.84265307
19.36013362,12.97658183
15.98060076,23.33175915
16.71930414,18.20504421
20.33219964,11.07581914
48.086929,10.17820711
14.61864828,11.60496405
-1.773877399,29.72345613
6.779418325,29.02793819
24.47914809,19.453007
16.50422954,14.42771559
8.508670583,-3.560980755
29.73295258,-0.235268086
6.82750822,28.77491361
30.52292526,14.98646918
28.86802513,17.90654414
22.27779465,46.13103102
18.4838266,12.55643485
-4.844310239,8.742594787
7.363682033,24.15540985
34.87521991,6.101717713
-3.597630566,11.5360125
32.03117865,-1.099277927
19.00793469,11.03463802
4.072693535,20.08856647
9.531675701,20.9118638
23.87272313,9.107466366
10.5994002,13.13593647
10.48122379,19.53898591
20.05869685,14.44701287
10.79940449,-11.13671831
15.65731441,21.35026437
27.63996372,26.64536365
32.25849128,12.65397206
27.27934315,12.76404483
21.55838714,22.01405993
18.90168113,3.563942884
13.30916802,-14.56856482
29.43822619,0.376094361
15.97995144,14.67433962
11.86040903,13.63127613
36.72173792,3.678524748
10.48390445,10.44182804
17.62698235,-2.301681576
40.85790664,20.93610489
18.88865506,-8.628007172
10.76030677,35.92066322
4.011181424,18.56206427
33.89600784,20.90428628
18.2147178,-1.0446286
21.23322552,13.19494429
23.66021921,26.98735248
12.34004007,15.78826823
19.99496485,7.046041437
9.587900632,5.426165204
23.29378421,9.671810392
28.58378231,10.94050575
12.16959924,7.203874218
22.47980365,29.54222254
41.14919445,10.31559549
16.94282087,8.986289172
16.34521927,18.63714157
28.68029991,7.523162917
4.062732284,28.55529435
23.82229962,-6.133215805
20.41851479,29.41833705
17.72556078,16.75122744
16.1195757,14.5962392
20.95610549,27.20457272
16.51185167,35.50813769
15.98421795,19.63888319
10.15904312,30.92150035
27.07056491,15.73178059
42.63559512,11.24944863
24.30980301,6.213065958
32.16006737,19.53320851
11.86982176,34.68651425
25.01235906,10.98418202
21.96166577,22.97056988
36.48934273,25.00835605
27.20887976,32.45151044
31.87511578,25.27476204
24.46362142,9.505378098
26.79772605,21.14974902
20.10866986,10.95757271
8.194550401,33.35535079
34.72214831,37.90615993
24.30027529,22.47245316
20.68753864,10.97124873
33.36889103,9.161687373
29.06388911,12.28274487
25.36652176,27.18797889
20.393235,20.93119371
32.99124865,13.16787681
14.00231129,22.5658511
12.75942648,25.72997107
42.90791042,27.00261986
14.57769266,30.6810066
34.98871352,27.98982265
21.27607003,11.85804661
28.69182337,14.28990674
39.25644354,11.71822354
28.72601624,1.311898362
30.82397475,9.65238575
40.49338984,5.711473486
37.19210793,36.97060038
-1.504532745,-11.74295974
10.22547656,-10.19887801
13.76499543,-1.78632494
9.233034047,-19.29085683
8.337305301,-23.98880041
-4.394748082,-16.90994455
-6.623365837,-14.09386055
3.865555467,-28.52512714
-16.62471854,-42.92223596
7.790286256,1.135089577
-7.043297256,-34.03104305
5.635587918,-21.63079098
5.778736245,-26.94225772
5.633204217,-14.72317731
-5.604986851,-21.06468639
14.10821126,-24.82160196
5.244665694,-13.43348457
1.72833429,-14.25671284
16.94745798,-11.9643159
13.36962302,-12.1878056
8.300532513,-2.032982388
6.007722169,-15.96707345
-0.996015489,-27.32000146
-0.787246368,1.418893924
14.23687411,-11.02549078
-0.226136091,-2.597969962
6.838098492,-23.51369634
3.692974598,-21.3770376
1.521645687,-7.352548276
29.14997936,-25.09333018
15.47308204,-9.883727987
14.23264625,-15.60805013
14.18663341,-23.98042976
14.80818013,-12.66691689
3.558660232,-19.14492303
3.197664654,-12.87690838
2.165009869,-16.0008643
8.50419993,-8.850037155
6.60769264,-21.59761192
-0.535111428,-15.74728723
-5.983149241,-35.7331866
-4.509464157,-9.333665658
-5.971833895,-12.62852859
-1.913074649,-29.65304068
17.17281493,-10.22817194
4.398123947,-15.68765593
1.363204666,-27.14695723
-13.85705377,-17.22904338
12.45198076,-21.28177067
8.531794378,-11.67074208
7.971123264,-6.414698646
-6.229359289,-25.11469135
-4.772455174,-6.741057168
1.771099671,-19.61722554
3.098015836,1.625639721
2.9056262,-11.60678505
14.09989936,-21.55287238
-1.653556339,-21.83486709
0.523412044,-15.0582166
18.14729351,-10.60837486
-3.524606336,-10.05919919
-1.790278503,-3.231020339
6.191682561,-17.39762607
-10.13130336,-10.85884834
20.06490812,-17.43649653
15.02660814,-31.67838446
-12.40322476,-20.15986288
-5.301521235,-17.68452611
-3.044233475,-3.704998211
-0.827287588,-13.20232404
1.820010809,-7.026421113
1.097443463,-21.96145011
-0.534836865,-35.08704729
17.82791768,-20.75419815
7.344578965,-15.71911591
11.48606949,-14.36731074
8.233489374,-16.25282184
34.8274055,-22.08211297
-6.310929031,-4.740824892
-0.886143481,-29.54516752
-8.619733697,3.619060395
-12.15413971,-12.4451288
-8.465816497,1.73793379
2.225214123,-10.15111138
-15.19726303,-23.15311295
-6.303665334,4.05430171
-5.875138966,-16.30891424
2.272484906,-20.7262288
-0.859541564,-21.25284976
1.46921688,-27.14236684
-9.239878684,-30.19280041
0.764185925,-33.92741962
-6.195120303,-16.53378685
0.379524377,-0.537839928
3.952453016,-15.76640046
-3.919695485,-15.83496242
6.794344334,-34.45447559
4.005491331,-26.1343591
6.188158885,-12.70119239
8.376077136,-12.66808675
10.47601671,10.88629825
-24.99369863,-13.04487359
-3.178447718,-12.96617055
6.462438595,-13.78526927
-14.08627332,-11.5228994
0.433200696,-19.12514788
3.228269976,-8.905353482
-15.94482826,3.557639865
2.943424174,-17.43899102
-10.74167556,-15.36814292
1.37377903,-9.01840212
-0.267148344,-13.40323958
-6.914994032,-11.60225234
-13.44833358,-24.21600241
-24.86596947,-30.31110457
-21.0378922,-18.96013378
0.035626612,-6.534706169
1.09390681,-17.26334444
-13.33011171,-20.99193505
6.306136053,-10.93466919
-0.992383682,-14.23860009
-0.589031983,12.83544737
-6.944032529,-9.622753749
-5.59418963,-11.69841413
-0.883020518,0.311474058
-7.150179159,-33.25327564
1.909089295,-12.29020812
-3.982366883,-11.63318691
-1.981971513,-5.221668233
6.637092302,-21.33079535
-9.733804345,-24.90992
6.095491334,-28.13755386
0.117203255,-7.632195498
-7.722372733,-36.67652777
-14.66445089,-23.24751153
0.293056548,-15.29906444
-11.37533095,-10.4000674
6.966136726,-31.16656727
-0.096474039,-25.0312784
17.86180516,-19.89207542
-8.1812844,-18.18725174
-1.201538664,2.207738887
-11.86638947,-11.81375676
-12.55242345,-12.99915896
3.386174682,-14.88527342
-17.26653972,-15.70883728
9.279037793,-19.03378307
11.10393993,-6.153681122
1.083040215,-27.3281165
-7.046061482,-22.77468589
-13.81080312,-18.05770235
-11.60710399,-17.34984714
-18.88706315,-7.244601476
-10.48428842,-39.40219614
-9.305672493,-7.87997379
12.76362211,-21.49433172
21.00482783,0.460008734
14.6352679,-24.43457941
-3.693946072,-23.08941316
-9.494955639,-6.790757667
0.217873905,-26.04358983
-5.771115734,-22.04124449
18.63160408,-17.24682578
4.834829235,-14.08184975
-19.79836769,-20.83844221
-21.18669078,-16.93171577
-18.5748885,-17.37208637
16.68289797,-27.25905336
2.144869376,-34.60089298
-20.80607323,-13.67465113
-1.626535595,-11.47507775
0.178640822,-30.938639
-17.97856024,-36.54073093
-5.432985208,-37.68906018
-2.348759734,-9.831811053
-3.733681924,-35.57400459
-4.625881867,-37.15680035
-17.19660968,-9.420401911
-3.399086266,-34.82528337
-19.06442009,-27.24225814
3.12906439,-31.0576087
7.217065644,-12.57650785
-2.123795314,-26.97922714
-8.849218533,-18.15459566
-20.63491393,-28.79321413
12.90464242,-21.76905808
16.2042226,-11.61292382
-18.00658877,-2.372004343
-6.112411803,-25.41944749
-21.4726092,-21.53461001
4.135789158,-29.16658485
-10.47400549,-29.88968637
-32.63086518,-11.64148891
-8.577758978,-26.65773573
-5.175617579,-19.23992929
-4.22055255,-22.99667132
1.590800148,-16.56446837
5.715056463,-31.7704401
-12.99274443,-24.70149323
-7.115012515,-16.79520882
-5.531885876,-8.792957155
10.24412077,-7.242660043
-9.218961588,-38.49067779
-9.397665259,-32.99580737
-27.54239027,-25.00712233
3.639529239,-22.32211987
-0.772666333,-17.94133813
-8.512343676,-13.94543449
-8.077540379,-32.55301408
8.565841262,-37.6856916
-16.87928609,-28.26845204
-10.764899,-32.58673065
-11.44726787,-20.0671364
8.345962225,-8.850903632
-8.154739815,-20.23569714
13.08267402,-10.22440027
2.161920465,-30.01480224
-2.425794091,-14.02482635
5.235944307,-37.11557315
13.01724104,-10.11275924
-8.465900318,-24.43521789
-16.6562084,-3.399831328
-13.41325752,-17.76059705
-3.041797783,-17.31695926
0.103786789,-30.00318529
-0.032470063,-40.69085557
7.794981488,-20.69025635
-4.522395232,-31.93801334
-7.824766051,-22.11641561
0.74009889,-29.82099565
-20.7599929,-23.92629282
-9.08622979,-18.16277563
13.73911512,-26.17358785
-1.429835681,-18.44260192
8.461947779,-29.32470056
6.829856324,-15.67763809
-6.602449821,-26.70434092
0.874376086,-38.87318217
0.411123575,-27.47356275
8.507340471,-50.35299947
6.605695764,-47.79728571
3.62313828,-23.30042219
-9.223054569,-17.2737894
-10.46288211,-20.58469002
2.504353845,-14.26791327
-1.830626175,-18.7312994
-21.80318624,-25.79042455
-15.23650664,-18.08827637
-3.361427981,-33.13916213
-4.515550293,-34.14352931
3.597613731,-9.418360321
5.854447005,-19.41616576
4.958053545,-20.5941095
3.546789555,-18.02487733
-3.429794213,-26.81468439
1.588540744,-18.18318166
-8.504674939,-25.97252652
-8.591811259,-21.23182423
-2.642076455,-14.9465806
-4.5010299,-33.91632336
3.932331592,-5.158828741
-14.90602829,-36.46160056
-1.476055888,-21.97168284
9.40113512,-42.95878099
15.902611,-32.51572833
6.921346793,-40.15562792
-4.985134565,-10.59828344
17.21852929,-27.34430574
-10.64598952,-26.98781722
11.89557971,-18.82998322
2.320946301,-6.268504083
-18.27912837,-25.11363335
9.251698916,-12.50212922
0.991014656,-34.18363849
-0.096467151,-19.46751011
11.51378117,-33.30881715
-0.142408351,-47.28377239
-13.82639651,-29.85358274
-0.719201467,-20.03223403
-2.33229735,-27.35659852
-4.64112004,-8.191753854
-5.093399374,-15.96643761
-10.92017529,-22.73641088
-9.574300444,-22.20164188
4.526659782,-11.85376981
-16.54266086,-36.81205904
14.53671592,-27.00970072
-7.011979986,-35.07706044
4.770383175,-12.01528071
1.122862376,-16.16113455
7.560354591,-36.09297585
7.374272095,-22.3879041
1.923258928,-12.46057177
-21.09470801,-9.215290177
-5.611106938,-33.29848788
3.508114792,-33.11019797
4.557882186,-13.55714797
-20.59103958,-11.20228099
-0.9206787,-28.4687119
11.46262376,-26.53528858
-7.549647598,-36.6989348
14.32563775,-17.75332136
-3.889764704,-27.63824293
19.82324362,-21.9641153
-5.936517885,-25.19641044
8.393594364,-26.73283932
11.53429963,-14.1326288
1.302062247,-6.384690043
18.27702406,-20.99296725
-3.02293448,-33.88174506
7.859310961,-23.91914765
11.32122579,-26.52122162
19.14078879,-25.50554428
2.941770111,-19.87641853
15.82033691,-32.05041809
13.39987779,-24.06242462
14.9314529,-26.88267275
-5.837257645,-19.75839522
4.795012857,-16.06782368
-8.557407589,0.373363557
-3.291837652,-31.46046779
0.968868933,-26.39179345
-2.044614435,-24.23983614
14.48651164,-19.55563026
9.01952931,-25.54063303
5.207893989,-16.38246765
-9.716042728,-46.66201532
6.332399561,-34.87219599
3.288596116,-14.65983802
-25.28758984,-25.42795353
34.07597555,-31.89844238
-3.149900671,-38.5187485
-0.779689612,-24.70704343
20.05761738,-33.05735537
16.16091862,-36.41622399
9.285851797,-11.7714258
-3.103509998,-39.10880256
-8.256640845,-34.30177997
14.04233104,-10.09341609
6.495114337,-16.29115997
7.569274125,-11.22524094
6.687300554,-0.42547243
-9.482700491,-5.440314175
6.887243973,16.0373273
21.9074347,-15.7310199
7.746263854,-28.95259838
-2.583706416,-29.79651121
8.98418917,-10.36704604
-3.705255184,-25.1316104
1.315906124,-12.93795418
11.71530318,1.033884585
-25.53942244,-26.106961
-0.554585953,-21.70072721
1.155599003,-28.61480125
16.27336562,-16.93986562
12.84175057,-17.70791859
-1.184952744,-5.561834787
23.54580322,-28.52158744
4.487916435,-43.01232404
11.41536574,-17.9321965
51.06259815,-39.84543771
39.78388041,-9.612197706
46.61559208,-25.52340905
49.28049454,-34.07071073
41.77635403,-21.70444159
52.42947263,-12.23777572
51.62546157,1.769875332
40.35458343,-11.12824484
48.11860304,-14.46317639
26.01365154,-13.55913474
50.75662688,-7.452978181
