algorithm_name,train_or_test_data,accuracy,precision_1,precision_2,precision_3,precision_4,precision_avg,recall_1,recall_2,recall_3,recall_4,recall_avg,f1_1,f1_2,f1_3,f1_4,f1_avg,auc_1,auc_2,auc_3,auc_4,auc_avg
Random Forest (min_samples_leaf=5),train,0.8897569444444444,0.8767123287671232,0.8345070422535211,0.8776223776223776,0.9689655172413794,0.8894518164711003,0.8767123287671232,0.8315789473684211,0.8776223776223776,0.972318339100346,0.8895579982145669,0.8767123287671232,0.8330404217926186,0.8776223776223776,0.9706390328151986,0.8895035402493295,0.9892521503663586,0.9799591250328821,0.9859614980862095,0.9991499837614823,0.988580689311733
Random Forest (min_samples_leaf=5),test,0.8645833333333334,0.8157894736842105,0.896551724137931,0.825,0.9324324324324325,0.8674434075636435,0.9117647058823529,0.6933333333333334,0.8918918918918919,0.971830985915493,0.8672052292557678,0.8611111111111112,0.7819548872180451,0.8571428571428571,0.9517241379310345,0.862983248350762,0.9724598930481283,0.9342723004694835,0.9732255620106087,0.9983773609398325,0.9695837791170132
"Neural Network (hidden_layer_sizes=(5,))",train,0.8246527777777778,0.8901515151515151,0.7781818181818182,0.7958477508650519,0.8364197530864198,0.8251502093212013,0.8047945205479452,0.7508771929824561,0.8041958041958042,0.9377162629757786,0.8243959451754961,0.8453237410071942,0.7642857142857142,0.8,0.8841761827079935,0.8234464095002255,0.9715833067856005,0.9278415184443229,0.9460747105088907,0.9823020203923707,0.9569503890327962
"Neural Network (hidden_layer_sizes=(5,))",test,0.7951388888888888,0.8307692307692308,0.8421052631578947,0.7654320987654321,0.7647058823529411,0.8007531187613747,0.7941176470588235,0.64,0.8378378378378378,0.9154929577464789,0.796862110660785,0.8120300751879699,0.7272727272727273,0.8,0.8333333333333334,0.7931590339485076,0.9800802139037433,0.9392801251956182,0.9424728466784542,0.9696241967936652,0.9578643456428704
"Neural Network (hidden_layer_sizes=(5,5))",train,0.8342013888888888,0.8469387755102041,0.8,0.8191489361702128,0.8639240506329114,0.8325029405783321,0.8527397260273972,0.7298245614035088,0.8076923076923077,0.9446366782006921,0.8337233183309765,0.8498293515358362,0.763302752293578,0.8133802816901409,0.9024793388429752,0.8322479310906326,0.970456355527238,0.9337744592160909,0.950289894862643,0.9914437044669957,0.961491103518242
"Neural Network (hidden_layer_sizes=(5,5))",test,0.8159722222222222,0.8,0.8703703703703703,0.8266666666666667,0.7857142857142857,0.8206878306878307,0.8823529411764706,0.6266666666666667,0.8378378378378378,0.9295774647887324,0.8191087276174269,0.8391608391608392,0.7286821705426356,0.8322147651006712,0.8516129032258064,0.8129176695074881,0.9769385026737968,0.937715179968701,0.9527658499621118,0.9876030375803206,0.9637556425462326
"Neural Network (hidden_layer_sizes=(5,5,5))",train,0.8515625,0.9105691056910569,0.7325227963525835,0.8398576512455516,0.9459459459459459,0.8572238748087845,0.7671232876712328,0.8456140350877193,0.8251748251748252,0.9688581314878892,0.8516925698554166,0.8327137546468402,0.7850162866449512,0.8324514991181657,0.9572649572649573,0.8518616244187286,0.9621376234469575,0.9394969546125984,0.95705680001292,0.995557462300577,0.9635622100932633
"Neural Network (hidden_layer_sizes=(5,5,5))",test,0.8263888888888888,0.8928571428571429,0.7402597402597403,0.8,0.8933333333333333,0.8316125541125541,0.7352941176470589,0.76,0.8648648648648649,0.9436619718309859,0.8259552385857274,0.8064516129032258,0.75,0.8311688311688312,0.9178082191780822,0.8263571658125348,0.9608288770053477,0.94679186228482,0.962174791614044,0.9971441552541053,0.9667349215395793
"Neural Network (hidden_layer_sizes=(10,))",train,0.8185763888888888,0.8955823293172691,0.7567567567567568,0.7915194346289752,0.8395061728395061,0.8208411733856268,0.7636986301369864,0.7859649122807018,0.7832167832167832,0.9411764705882353,0.8185141990556767,0.8243992606284658,0.7710843373493976,0.7873462214411248,0.8874388254486134,0.8175671612169004,0.9667011787193374,0.9348024039337096,0.9516101681228701,0.9878912781116809,0.9602512572218995
"Neural Network (hidden_layer_sizes=(10,))",test,0.8125,0.9285714285714286,0.8260869565217391,0.7692307692307693,0.7647058823529411,0.8221487591692196,0.7647058823529411,0.76,0.8108108108108109,0.9154929577464789,0.8127524127275577,0.8387096774193549,0.7916666666666666,0.7894736842105263,0.8333333333333334,0.8132958404074703,0.9747326203208556,0.9356494522691706,0.9473351856529428,0.9783215421561627,0.959009700099783
