1,x1,x1^2,y
1.0,0.8014285714285714,0.6422877551020407,9.420690406785715
1.0,0.81,0.6561000000000001,9.27652887
1.0,0.8185714285714286,0.6700591836734695,9.966529570714284
1.0,0.8342857142857143,0.6960326530612245,9.366396217857144
1.0,0.8414285714285714,0.7080020408163266,10.058592081785715
1.0,0.8442857142857143,0.7128183673469388,10.055753835357143
1.0,0.8514285714285714,0.724930612244898,10.130045689285714
1.0,0.8557142857142858,0.7322469387755103,10.086402122142857
1.0,0.8614285714285714,0.7420591836734693,10.217840774285715
1.0,0.8671428571428571,0.7519367346938775,10.048226161428572
1.0,0.87,0.7569,10.060608315
1.0,0.8728571428571429,0.7618795918367347,10.030690131071427
1.0,0.8842857142857142,0.7819612244897958,10.208443740357144
1.0,0.8857142857142857,0.7844897959183673,10.482665619642857
1.0,0.8914285714285715,0.7946448979591837,10.680433686785715
1.0,0.8928571428571429,0.7971938775510204,10.784794653571428
1.0,0.9014285714285715,0.8125734693877552,10.645736114285715
1.0,0.9157142857142857,0.8385326530612245,10.604099142142857
1.0,0.92,0.8464,10.5136674375
1.0,0.9228571428571428,0.851665306122449,10.713255486071429
1.0,0.9242857142857143,0.854304081632653,10.805083355357143
1.0,0.9257142857142857,0.8569469387755102,10.738923389642858
1.0,0.9442857142857143,0.8916755102040816,10.974696240357144
1.0,0.9457142857142857,0.8943755102040817,11.480374372142856
1.0,0.9485714285714286,0.8997877551020409,10.962996838214286
1.0,0.9557142857142857,0.9133897959183674,11.463662977142857
1.0,0.9671428571428572,0.9353653061224491,11.84909644892857
1.0,0.9828571428571429,0.9660081632653061,12.21728914357143
1.0,0.99,0.9801,12.0940583225
1.0,0.9928571428571429,0.9857653061224491,11.906255318571429
