1,x1,x1^2,x1^3,x1^4,x1^5,x1^6,x1^7,x1^8,x1^9,x1^10,x1^11,x1^12,x1^13,x1^14,x1^15,x1^16,x1^17,x1^18,x1^19,x1^20,x1^21,x1^22,x1^23,x1^24,x1^25,x1^26,x1^27,x1^28,x1^29,x1^30,x1^31,x1^32,x1^33,x1^34,x1^35,x1^36,x1^37,x1^38,y
1.0,0.05142857142857143,0.0026448979591836732,0.00013602332361516034,6.99548521449396e-06,3.597678110311179e-07,1.8502344567314636e-08,9.515491491761813e-10,4.8936813386203607e-11,2.5167504027190424e-12,1.2943287785412218e-13,6.656548003926284e-15,3.4233675448763745e-16,1.7605890230792784e-17,9.054457832979145e-19,4.6565783141035607e-20,2.394811704396117e-21,1.2316174479751458e-22,6.334032589586464e-24,3.257502474644467e-25,1.6752869869600115e-26,8.615761647222917e-28,4.4309631328575e-29,2.2787810397552855e-30,1.1719445347312896e-31,6.027143321475204e-33,3.0996737081872476e-34,1.5941179070677274e-35,8.19832066491974e-37,4.2162791991015807e-38,2.1683721595379558e-39,1.1151628249052344e-40,5.7351230995126336e-42,2.9494918797493543e-43,1.5168815381568108e-44,7.801105053377884e-46,4.01199688459434e-47,2.0633126835056604e-48,1.0611322372314825e-49,2.309740051785714
1.0,0.05285714285714286,0.0027938775510204083,0.00014767638483965015,7.805751770095794e-06,4.1258973641934914e-07,2.1808314639308457e-08,1.152725202363447e-09,6.092976069635363e-11,3.220573065378692e-12,1.7023029059858802e-13,8.99788678878251e-15,4.756025874070755e-16,2.5138993905802564e-17,1.3287753921638498e-18,7.023527072866064e-20,3.712435738514919e-21,1.9622874617864574e-22,1.0372090869442704e-23,5.482390888134001e-25,2.897835183727972e-26,1.5317128828276425e-27,8.096196666374682e-29,4.2794182379409035e-30,2.261978211483049e-31,1.1956170546410403e-32,6.319690145959784e-34,3.3404076485787433e-35,1.765644042820193e-36,9.332689940621021e-38,4.932993254328254e-39,2.607439291573506e-40,1.3782179112602819e-41,7.284866102375776e-43,3.850572082684339e-44,2.035302386561722e-45,1.0758026900397675e-46,5.686385647353057e-48,3.005660985029473e-49,1.9494768410714287
1.0,0.055714285714285716,0.0031040816326530613,0.00017294169096209914,9.635322782174095e-06,5.368251264354139e-07,2.99088284728302e-08,1.6663490149148254e-09,9.283944511668314e-11,5.1724833707866325e-12,2.881812163723981e-13,1.605581062646218e-14,8.945380206171786e-16,4.98385468629571e-17,2.7767190395076097e-18,1.5470291791542398e-19,8.619162569573623e-21,4.802104860191019e-22,2.6754584221064245e-23,1.4906125494592938e-24,8.304841346987494e-26,4.626983036178747e-27,2.577890548728159e-28,1.4362533057199745e-29,8.001982703297002e-31,4.458247506122615e-32,2.4838807534111716e-33,1.3838764197576528e-34,7.710168624364066e-36,4.295665376431408e-37,2.3932992811546417e-38,1.3334095995004432e-39,7.428996340073898e-41,4.1390122466126007e-42,2.3060211088270204e-43,1.2847831892036256e-44,7.158077768420201e-46,3.9880718995483975e-47,2.221925772605536e-48,2.0251517821428573
1.0,0.05714285714285714,0.0032653061224489793,0.0001865889212827988,1.0662224073302789e-05,6.092699470458736e-07,3.481542554547849e-08,1.9894528883130564e-09,1.136830221893175e-10,6.496172696532428e-12,3.712098683732816e-13,2.1211992478473232e-14,1.212113855912756e-15,6.926364890930034e-17,3.957922794817162e-18,2.2616701684669497e-19,1.2923829534096855e-20,7.385045448055345e-22,4.22002597031734e-23,2.4114434116099084e-24,1.3779676637770906e-25,7.874100935869089e-27,4.499486249068051e-28,2.5711349994674574e-29,1.4692199996956899e-30,8.395542855403942e-32,4.797453060230824e-33,2.741401748703328e-34,1.5665152849733303e-35,8.951515914133316e-37,5.115151950933323e-38,2.9229439719618987e-39,1.670253698263942e-40,9.544306847222526e-42,5.4538896269843005e-43,3.1165083582767433e-44,1.780861919015282e-45,1.0176353822944467e-46,5.815059327396838e-48,1.9388087864285712
1.0,0.06142857142857143,0.003773469387755102,0.000231798833819242,1.4239071220324865e-05,8.746858035342417e-07,5.373069935996056e-08,3.3006001035404343e-09,2.0275114921748383e-10,1.245471345193115e-11,7.650752549043421e-13,4.699747994412387e-14,2.8869880537104664e-15,1.773435518707858e-16,1.0893961043491128e-17,6.6920046410016925e-19,4.1108028509010396e-20,2.5252074655534956e-21,1.5511988716971475e-22,9.528793068996764e-24,5.8534014566694405e-25,3.595660894811228e-26,2.2087631210983257e-27,1.3568116315318287e-28,8.334700022266948e-30,5.119887156535411e-31,3.145073539014609e-32,1.9319737453946887e-33,1.1867838721710232e-34,7.290243786193429e-36,4.478292611518821e-37,2.750951175647276e-38,1.6898700078976125e-39,1.0380630048513905e-40,6.376672744087114e-42,3.9170989713677985e-43,2.406217939554505e-44,1.478105305726339e-45,9.079789735176083e-47,2.4431799342857143
1.0,0.08142857142857143,0.00663061224489796,0.0005399212827988339,4.3965018742190766e-05,3.5800086690069626e-06,2.915149916191384e-07,2.3737649317558414e-08,1.932922873001185e-09,1.573951482300965e-10,1.2816462070165001e-11,1.0436261971420073e-12,8.498099033870631e-14,6.919880641866086e-15,5.634759951233813e-16,4.588304531718962e-17,3.736190832971155e-18,3.042326821133655e-19,2.477323268637405e-20,2.01724894731903e-21,1.6426169999597817e-22,1.337559557110108e-23,1.089155639361088e-24,8.868838777654574e-26,7.221768718947296e-27,5.880583099714227e-28,4.7884748097673e-29,3.899186630810516e-30,3.1750519708028485e-31,2.5853994619394626e-32,2.1052538475792767e-33,1.7142781330288396e-34,1.3959121940377694e-35,1.1366713580021838e-36,9.255752486589212e-38,7.536827024794072e-39,6.137130577332317e-40,4.997377755827744e-41,4.0692933154597346e-42,2.2414509867857144
1.0,0.08714285714285715,0.007593877551020409,0.0006617521865889213,5.766697625989172e-05,5.025265074076279e-06,4.3791595645521863e-07,3.816124763395477e-08,3.3254801509589158e-09,2.8979184172641984e-10,2.5253289064730872e-11,2.200643761355119e-12,1.9177038491808895e-13,1.6711419257147753e-14,1.4562808209800186e-15,1.269044715425445e-16,1.1058818234421734e-17,9.636970175710368e-19,8.397931153119036e-20,7.318197147718017e-21,6.377286085868559e-22,5.557349303399744e-23,4.842832964391206e-24,4.220183011826623e-25,3.6775880531632e-26,3.204755303470789e-27,2.7927153358816875e-28,2.433651935554042e-29,2.1207538295542368e-30,1.8480854800401208e-31,1.6104744897492483e-32,1.403413483924345e-33,1.2229746074197863e-34,1.0657350150372425e-35,9.287119416753113e-37,8.093061206027713e-38,7.052524765252722e-39,6.1457715811488005e-40,5.355600949286812e-41,2.8145047539285715
1.0,0.09285714285714286,0.008622448979591838,0.000800655976676385,7.434662640566433e-05,6.903615309097402e-06,6.410499929876159e-07,5.952607077742148e-08,5.5274208579034235e-09,5.132605082338893e-10,4.7659904336004005e-11,4.425562545486086e-12,4.109450935094223e-13,3.815918725444636e-14,3.5433531021985906e-15,3.2902564520415483e-16,3.0552381340385804e-17,2.8370068387501103e-18,2.6343634931251026e-19,2.4461946721875955e-20,2.271466481317053e-21,2.1092188755086921e-22,1.9585603844009284e-23,1.8186632140865763e-24,1.6887586987946781e-25,1.568133077452201e-26,1.456123571919901e-27,1.3521147453541939e-28,1.2555351206860371e-29,1.1658540406370346e-30,1.0825787520201036e-31,1.0052516983043819e-32,9.334480055683546e-34,8.667731480277579e-35,8.048607803114895e-36,7.4737072457495464e-37,6.939871013910294e-38,6.44416594148813e-39,5.983868374238978e-40,3.0306444935714287
1.0,0.09857142857142857,0.009716326530612246,0.0009577521865889214,9.44070012494794e-05,9.305832980305827e-06,9.1728925091586e-07,9.041851187599192e-08,8.912681884919203e-09,8.785357857991787e-10,8.659852745734762e-11,8.536140563652836e-12,8.414195698457796e-13,8.293992902765541e-14,8.17550728986889e-15,8.058714328585049e-16,7.943589838176692e-17,7.830109983345596e-18,7.718251269297801e-19,7.607990536879262e-20,7.499304957780987e-21,7.392172029812687e-22,7.286569572243934e-23,7.182475721211878e-24,7.079868925194566e-25,6.97872794054893e-26,6.879031827112516e-27,6.780759943868052e-28,6.683891944669937e-29,6.588407774031795e-30,6.4942876629741975e-31,6.401512124931709e-32,6.310061951718398e-33,6.2199182095509926e-34,6.131062235128836e-35,6.043475631769853e-36,5.957140265601712e-37,5.872038261807402e-38,5.788152000924439e-39,3.2484046357142855
1.0,0.11285714285714285,0.012736734693877549,0.0014374314868804661,0.00016222441066222402,1.8308183489022423e-05,2.0662092794753876e-06,2.3318647582650803e-07,2.6316759414705904e-08,2.9700342768025234e-09,3.351895826677133e-10,3.782853861535622e-11,4.269220786590201e-12,4.818120602008941e-13,5.437593250838662e-14,6.136712383089347e-15,6.92571826091512e-16,7.816167751604207e-17,8.82110360538189e-18,9.95524549750242e-19,1.1235205632895588e-19,1.2679732071410734e-20,1.430998333773497e-21,1.6149838338300894e-22,1.8226246124653864e-23,2.0569620626395074e-24,2.321428613550301e-25,2.619898006721054e-26,2.956742036156618e-27,3.3368945836624686e-28,3.765923887276214e-29,4.2501141013545846e-30,4.796557342957317e-31,5.413257572766114e-32,6.109247832121757e-33,6.8947225533945536e-34,7.781186881688139e-35,8.781625195048042e-36,9.91069129155422e-37,3.9381633360714283
1.0,0.11428571428571428,0.013061224489795917,0.0014927113702623905,0.00017059558517284462,1.9496638305467955e-05,2.2281872349106233e-06,2.546499697040712e-07,2.910285368046528e-08,3.3260404206246033e-09,3.8011890521424036e-10,4.344216059591318e-11,4.964818353818649e-12,5.674078118649884e-13,6.484660707028438e-14,7.411040808032501e-15,8.469760923465715e-16,9.679726769675102e-17,1.1062544879628687e-17,1.2642908433861357e-18,1.4449038210127265e-19,1.651318652585973e-20,1.8872213172411122e-21,2.156824362561271e-22,2.4649421286414524e-23,2.817076718447374e-24,3.2195162496541417e-25,3.6794471424618763e-26,4.205082448527859e-27,4.805808512603267e-28,5.492352585832305e-29,6.276974383808348e-30,7.173685010066683e-31,8.198497154361923e-32,9.369711033556484e-33,1.070824118120741e-33,1.2237989921379898e-34,1.398627419586274e-35,1.5984313366700273e-36,3.6506882803571425
1.0,0.12,0.0144,0.001728,0.00020736,2.48832e-05,2.985984e-06,3.5831807999999997e-07,4.2998169599999993e-08,5.159780351999999e-09,6.191736422399999e-10,7.430083706879997e-11,8.916100448255997e-12,1.0699320537907196e-12,1.2839184645488633e-13,1.540702157458636e-14,1.848842588950363e-15,2.2186111067404357e-16,2.6623333280885228e-17,3.194799993706227e-18,3.8337599924474723e-19,4.6005119909369663e-20,5.5206143891243595e-21,6.624737266949231e-22,7.949684720339077e-23,9.539621664406893e-24,1.1447545997288272e-24,1.3737055196745925e-25,1.648446623609511e-26,1.978135948331413e-27,2.3737631379976954e-28,2.848515765597234e-29,3.418218918716681e-30,4.101862702460017e-31,4.92223524295202e-32,5.906682291542424e-33,7.088018749850909e-34,8.50562249982109e-35,1.0206746999785307e-35,3.4634485475
1.0,0.12571428571428572,0.015804081632653063,0.0019867988338192425,0.0002497689962515619,3.1399530957339214e-05,3.947369606065502e-06,4.96240750476806e-07,6.238455148851275e-08,7.84262932998446e-09,9.859305443409037e-10,1.239455541457136e-10,1.558172680688971e-11,1.958845655723278e-12,2.462548824337836e-13,3.095775664881851e-14,3.891832264422898e-15,4.892589132417358e-16,6.150683480753251e-17,7.732287804375516e-18,9.720590382643507e-19,1.2220170766751837e-19,1.5362500392488024e-20,1.9312857636270662e-21,2.427902102845455e-22,3.052219786434287e-23,3.837076302945961e-24,4.823753066560637e-25,6.064146712247658e-26,7.623498723968484e-27,9.583826967274667e-28,1.204823961600244e-28,1.5146358374403068e-29,1.9041136242106715e-30,2.393742841864844e-31,3.009276715487233e-32,3.783090728041093e-33,4.755885486680231e-34,5.978827468969434e-35,4.027055764642857
1.0,0.12714285714285714,0.01616530612244898,0.0020553032069970845,0.00026131712203248644,3.322460551555899e-05,4.224271272692501e-06,5.370859189566179e-07,6.828663826734142e-08,8.682158293990551e-09,1.103874411664513e-09,1.4034974662591667e-10,1.784446778529512e-11,2.2687966184160937e-12,2.8846128434147475e-13,3.6675791866273216e-14,4.6630649658547375e-15,5.928754028015309e-16,7.537987264190892e-17,9.584012378756991e-18,1.2185387167276746e-18,1.549284939839472e-19,1.9698051377959002e-20,2.5044665323405015e-21,3.184250305404352e-22,4.048546816871248e-23,5.147438095736301e-24,6.5445998645790115e-25,8.320991256393315e-26,1.0579546025985786e-26,1.3451137090181928e-27,1.7102160014659879e-28,2.1744174875781845e-29,2.7646165199208346e-30,3.515012432470775e-31,4.469087235569986e-32,5.68212519951041e-33,7.2244163250918075e-34,9.185329327616727e-35,3.9104298914285716
1.0,0.13857142857142857,0.01920204081632653,0.0026608542274052477,0.00036871837151187,5.1093831480930556e-05,7.080145219500377e-06,9.81105837559338e-07,1.3595323749036539e-07,1.883923433795063e-08,2.61057961540173e-09,3.6175174670566833e-10,5.012845632921404e-11,6.946371805619659e-12,9.6256866449301e-13,1.333845149368885e-13,1.8483282784111694e-14,2.561254900084049e-15,3.549167504402182e-16,4.9181321132430236e-17,6.815125928351047e-18,9.443817357857879e-19,1.3086432624460202e-19,1.8134056636751993e-20,2.512862133949919e-21,3.4821089570448874e-22,4.8252081261907725e-23,6.686359832007213e-24,9.265384338638567e-25,1.2839175440684872e-25,1.7791428824949037e-26,2.4653837086000808e-27,3.4163174247743976e-28,4.734039860044522e-29,6.560026663204552e-30,9.090322661869165e-31,1.2596589974304413e-31,1.7455274678678972e-32,2.418802348331229e-33,3.7784025857142858
1.0,0.14,0.019600000000000003,0.0027440000000000008,0.00038416000000000014,5.378240000000002e-05,7.529536000000004e-06,1.0541350400000007e-06,1.475789056000001e-07,2.0661046784000018e-08,2.8925465497600027e-09,4.0495651696640043e-10,5.669391237529607e-11,7.93714773254145e-12,1.111200682555803e-12,1.5556809555781244e-13,2.1779533378093745e-14,3.0491346729331243e-15,4.2687885421063743e-16,5.976303958948925e-17,8.366825542528496e-18,1.1713555759539896e-18,1.6398978063355856e-19,2.2958569288698202e-20,3.2141997004177486e-21,4.499879580584849e-22,6.299831412818789e-23,8.819763977946305e-24,1.234766956912483e-24,1.7286737396774761e-25,2.4201432355484668e-26,3.388200529767854e-27,4.743480741674996e-28,6.640873038344994e-29,9.297222253682993e-30,1.3016111155156191e-30,1.822255561721867e-31,2.551157786410614e-32,3.57162090097486e-33,4.4744285075
1.0,0.14285714285714285,0.02040816326530612,0.0029154518950437313,0.00041649312786339016,5.949901826619859e-05,8.499859752314083e-06,1.214265678902012e-06,1.7346652555743026e-07,2.4780932222490035e-08,3.5401331746414334e-09,5.057333106630619e-10,7.224761580900885e-11,1.0321087972715549e-11,1.474441138959364e-12,2.1063444842276627e-13,3.009063548896661e-14,4.2986622127095155e-15,6.140946018156451e-16,8.772780025937786e-17,1.2532542894196836e-17,1.790363270599548e-18,2.557661815142211e-19,3.653802593060301e-20,5.219717990086144e-21,7.456739985837349e-22,1.0652485694053354e-22,1.5217836705790505e-23,2.1739766722557863e-24,3.1056809603654086e-25,4.436687086236298e-26,6.338124408908996e-27,9.054463441298565e-28,1.2934947773283664e-28,1.8478496818976662e-29,2.6397852598538086e-30,3.771121799791155e-31,5.387316856844506e-32,7.696166938349294e-33,4.202787286071429
1.0,0.15714285714285714,0.024693877551020406,0.0038804664723032065,0.0006097875885047896,9.58237639078955e-05,1.5058020042669292e-05,2.36626029241946e-06,3.718409030944866e-07,5.843214191484789e-08,9.182193729476098e-09,1.442916157489101e-09,2.2674396760543014e-10,3.5631194909424733e-11,5.599187771481029e-12,8.79872364089876e-13,1.3826565721412337e-13,2.1727460419362243e-14,3.414315208756924e-15,5.365352470903737e-16,8.431268168563015e-17,1.3249135693456166e-17,2.0820070375431117e-18,3.271725344710604e-19,5.141282684545235e-20,8.079158504285369e-21,1.269582050673415e-21,1.9950575082010808e-22,3.13509037003027e-23,4.9265705814761384e-24,7.741753770891075e-25,1.2165613068543117e-25,1.911739196485347e-26,3.0041615944769737e-27,4.72082536274953e-28,7.41843985574926e-29,1.1657548344748837e-29,1.8319004541748173e-30,2.8787007137032843e-31,4.417964688928571
1.0,0.16,0.0256,0.004096000000000001,0.0006553600000000001,0.00010485760000000002,1.6777216000000003e-05,2.6843545600000004e-06,4.294967296000001e-07,6.871947673600002e-08,1.0995116277760003e-08,1.7592186044416005e-09,2.814749767106561e-10,4.5035996273704975e-11,7.205759403792796e-12,1.1529215046068473e-12,1.8446744073709558e-13,2.951479051793529e-14,4.722366482869647e-15,7.555786372591436e-16,1.2089258196146298e-16,1.9342813113834077e-17,3.0948500982134525e-18,4.951760157141524e-19,7.922816251426438e-20,1.2676506002282302e-20,2.028240960365168e-21,3.2451855365842692e-22,5.192296858534831e-23,8.307674973655729e-24,1.3292279957849166e-24,2.1267647932558664e-25,3.402823669209386e-26,5.444517870735018e-27,8.711228593176029e-28,1.3937965749081646e-28,2.2300745198530634e-29,3.568119231764902e-30,5.708990770823843e-31,3.5470024
1.0,0.16142857142857142,0.026059183673469384,0.004206696793002914,0.0006790810537276133,0.00010962308438745757,1.7696297908261005e-05,2.8566880909049906e-06,4.611510775318056e-07,7.444295965870576e-08,1.2017220630619642e-08,1.939922758942885e-09,3.1315895965792287e-10,5.055280348763612e-11,8.160666848718401e-12,1.3173647912931133e-12,2.1266031630874543e-13,3.4329451061268903e-14,5.541754242747694e-15,8.945974706149848e-16,1.4441359168499038e-16,2.3312479800577017e-17,3.7633003106645755e-18,6.075041930072814e-19,9.806853401403257e-20,1.5831063347979543e-20,2.5555859404595545e-21,4.1254458753132807e-22,6.659648341577153e-23,1.0750575179974546e-23,1.7354499933387482e-24,2.801512132103979e-25,4.5224410132535663e-26,7.300511921395043e-27,1.1785112101680569e-27,1.9024538106998631e-28,3.0711040087012074e-29,4.957639328331949e-30,8.003046344307289e-31,3.843830084285714
1.0,0.16428571428571428,0.026989795918367348,0.004434037900874635,0.0007284490837151186,0.00011967377803891235,1.9660692106392743e-05,3.2299708460502366e-06,5.30638067565396e-07,8.717625395717221e-08,1.4321813150106863e-08,2.352869303231842e-09,3.86542814102374e-10,6.350346231681858e-11,1.0432711666334482e-11,1.713945488040665e-12,2.815767587495378e-13,4.625903893742407e-14,7.599699254005382e-15,1.2485220203008842e-15,2.0511433190657384e-16,3.369735452750856e-17,5.535993958090692e-18,9.09484721686328e-19,1.4941534713418247e-19,2.454680702918712e-20,4.0326897262235986e-21,6.625133121653055e-22,1.0884147271287163e-22,1.7881099088543196e-23,2.9376091359749535e-24,4.826072151958852e-25,7.928547106789543e-26,1.3025470246868534e-26,2.1398986834141165e-27,3.515547837037477e-28,5.775542875132998e-29,9.488391866289925e-30,1.5588072351762019e-30,3.5151223328571426
